gene,time,expression
YER020W,40,0.21000001
YER021W,40,-0.22
YER022W,40,0.22
YER023W,40,-0.405
YER024W,40,-0.26999998
YER025W,40,0.28
YER026C,40,-0.405
YER027C,40,-0.009999998
YER028C,40,0.71000004
YER029C,40,0.34
YER030W,40,0.185
YER031C,40,-0.005000001
YER032W,40,0.015000001
YER033C,40,0.12
YER034W,40,0.27499998
YER035W,40,-0.099999994
YER036C,40,0.565
YER037W,40,0.23499998
YER038C,40,0.41
YER039C,40,-0.21
YER040W,40,-0.020000001
YER041W,40,0.215
YER042W,40,0.050000004
YER043C,40,-0.28
YER045C,40,0.32
YER047C,40,0.054999992
YER049W,40,0.52
YER050C,40,-0.114999995
YER051W,40,0.13
YER052C,40,-0.575
YER053C,40,-1.3900001
YER054C,40,-0.285
YER055C,40,0.015
YER056C-A,40,0.16499999
YER057C,40,-0.29500002
YER059W,40,-0.030000001
YER060W,40,-0.35
YER060W-A,40,-0.575
YER061C,40,-0.215
YER062C,40,-0.045
YER063W,40,-0.05
YER064C,40,0.225
YER066W,40,-0.13
YER072W,40,-0.59000003
YER073W,40,0.045
YER074W,40,0.18
YER075C,40,-0.080000006
YER076C,40,0.010000002
YER077C,40,0.0
YER083C,40,-0.125
YER086W,40,0.07
YER087C-A,40,-0.18
YER087W,40,-0.11
YER088C,40,-0.030000001
YER089C,40,0.099999994
YER091C,40,-0.52
YER093C,40,0.015000001
YER095W,40,0.495
YER096W,40,1.065
YER097W,40,-0.16499999
YER098W,40,0.205
YER099C,40,0.315
YER100W,40,0.21000001
YER101C,40,0.18
YER102W,40,-0.019999996
YER103W,40,-0.84499997
YER104W,40,0.12
YER105C,40,0.05
YER106W,40,-0.089999996
YER107C,40,0.41500002
YER108C,40,0.33499998
YER109C,40,0.46
YER110C,40,0.21000001
YER111C,40,0.305
YER112W,40,0.25
YER113C,40,-0.099999994
YER114C,40,-0.049999997
YER115C,40,-0.060000002
YER116C,40,-0.025000002
YER117W,40,-0.120000005
YER118C,40,0.32500002
YER119C,40,-0.71500003
YER119C-A,40,-0.1
YER120W,40,-0.205
YER122C,40,-0.024999999
YER124C,40,0.57
YER126C,40,0.62
YER134C,40,-0.375
YER138C,40,0.185
YER141W,40,-1.59
YER142C,40,-0.37
YER143W,40,-0.22
YER144C,40,0.465
YER145C,40,-1.52
YER146W,40,0.365
YER148W,40,0.45
YER150W,40,-0.099999994
YER152C,40,0.004999995
YER154W,40,-0.114999995
YER156C,40,0.565
YER158C,40,0.35000002
YER159C,40,0.22999999
YER160C,40,0.19
YER166W,40,-0.055
YER169W,40,-0.08
YER170W,40,0.004999995
YER172C,40,-0.085
YER174C,40,0.19
YER175C,40,-0.26
YER178W,40,-0.405
YER180C,40,0.135
YER181C,40,0.93999994
YER183C,40,0.185
YER184C,40,0.2
YER189W,40,0.030000001
YER190W,40,0.34
YFL001W,40,0.63
YFL002C,40,0.595
YFL004W,40,0.07
YFL005W,40,-0.09
YFL006W,40,0.23499998
YFL007W,40,0.19000001
YFL009W,40,0.01
YFL010C,40,0.235
YFL011W,40,-0.125
YFL013C,40,0.26
YFL014W,40,1.12
YFL016C,40,-1.145
YFL018C,40,-0.45499998
YFL019C,40,-0.26
YFL020C,40,0.15
YFL021W,40,-0.365
YFL022C,40,0.33
YFL023W,40,0.375
YFL024C,40,0.114999995
YFL025C,40,0.060000002
YFL026W,40,-0.12
YFL027C,40,0.27
YFL028C,40,0.25
YFL029C,40,-0.065
YFL030W,40,-0.21000001
YFL031W,40,-0.115
YFL032W,40,0.07
YFL033C,40,-0.24
YFL034C-B,40,0.13
YFL035C-B,40,-0.044999998
YFL036W,40,-0.020000003
YFL037W,40,-0.435
YFL038C,40,0.245
YFL039C,40,-0.625
YFL041W,40,-0.64
YFL042C,40,-0.095
YFL044C,40,-0.29500002
YFL045C,40,-0.35500002
YFL046W,40,0.145
YFL047W,40,-0.205
YFL048C,40,0.0
YFL049W,40,0.115
YFL050C,40,0.21499999
YFL051C,40,-0.074999996
YFL052W,40,-0.09
YFL053W,40,-0.120000005
YFL054C,40,-0.17
YFL055W,40,0.035
YFL057C,40,0.0
YFL059W,40,0.24
YFL060C,40,0.39
YFL061W,40,0.034999996
YFL062W,40,-0.21
YFL064C,40,0.24499999
YFR002W,40,0.035000004
YFR003C,40,-0.435
YFR004W,40,-0.114999995
YFR008W,40,0.335
YFR009W,40,0.14
YFR011C,40,-0.045
YFR013W,40,0.26
YFR015C,40,-0.905
YFR017C,40,-0.11
YFR018C,40,0.255
YFR020W,40,-0.43
YFR024C-A,40,-0.57500005
YFR031C-A,40,-0.074999996
YFR032C,40,0.050000004
YFR034C,40,0.4
YFR036W,40,0.48499998
YFR037C,40,0.495
YFR038W,40,0.3
YFR040W,40,0.145
YFR041C,40,0.06999999
YFR042W,40,-0.47
YFR043C,40,-0.1
YFR044C,40,-0.53999996
YFR045W,40,-0.4
YFR046C,40,0.255
YFR047C,40,-0.425
YFR048W,40,0.35
YFR049W,40,-0.59
YFR050C,40,-0.23
YFR051C,40,-0.135
YFR052W,40,-0.45499998
YFR056C,40,-0.68
YFR057W,40,0.355
YGL001C,40,-0.73
YGL003C,40,-0.19
YGL005C,40,0.024999999
YGL006W,40,0.020000001
YGL008C,40,-1.735
YGL009C,40,-0.065
YGL010W,40,-0.56
YGL011C,40,-0.325
YGL012W,40,-0.37
YGL013C,40,0.02
YGL014W,40,0.015000001
YGL016W,40,0.0
YGL017W,40,0.29000002
YGL018C,40,0.114999995
YGL019W,40,0.145
YGL021W,40,-0.48
YGL022W,40,0.17500001
YGL023C,40,-0.17499998
YGL025C,40,0.25
YGL026C,40,-0.11
YGL027C,40,0.26500002
YGL030W,40,-0.175
YGL031C,40,-0.024999999
YGL032C,40,-0.255
YGL036W,40,0.17
YGL038C,40,0.45
YGL039W,40,0.49
YGL040C,40,-0.875
YGL042C,40,-0.135
YGL045W,40,-0.06
YGL047W,40,-0.2
YGL048C,40,-0.105
YGL049C,40,0.29
YGL050W,40,0.39
YGL051W,40,0.080000006
YGL052W,40,0.22
YGL053W,40,0.105000004
YGL054C,40,-0.28
YGL055W,40,1.845
YGL056C,40,-0.06999999
YGL057C,40,-0.095
YGL058W,40,-0.060000002
YGL060W,40,0.24
YGL061C,40,0.425
YGL062W,40,-0.39
YGL063W,40,0.13
YGL064C,40,-0.11
YGL066W,40,0.1
YGL067W,40,-0.21000001
YGL068W,40,-0.645
YGL069C,40,-0.685
YGL070C,40,0.29
YGL071W,40,-0.13499999
YGL072C,40,0.19999999
YGL073W,40,-0.120000005
YGL074C,40,0.11
YGL075C,40,0.19
YGL076C,40,0.16499999
YGL077C,40,-0.22999999
YGL078C,40,0.975
YGL079W,40,0.39999998
YGL080W,40,-0.2
YGL082W,40,-0.63
YGL083W,40,-0.09
YGL084C,40,-0.79499996
YGL085W,40,0.045
YGL086W,40,0.114999995
YGL087C,40,-0.015
YGL089C,40,-1.085
YGL090W,40,-0.71999997
YGL091C,40,0.28
YGL092W,40,0.19
YGL093W,40,0.445
YGL095C,40,0.285
YGL097W,40,0.245
YGL099W,40,1.015
YGL100W,40,0.35
YGL101W,40,-0.56
YGL102C,40,0.004999999
YGL103W,40,-0.08
YGL104C,40,-0.525
YGL105W,40,0.32999998
YGL106W,40,0.105000004
YGL107C,40,-0.225
YGL108C,40,0.13
YGL109W,40,0.08
YGL110C,40,0.22
YGL111W,40,1.04
YGL112C,40,0.075
YGL113W,40,0.36
YGL114W,40,-0.33999997
YGL115W,40,-0.16
YGL116W,40,-1.14
YGL117W,40,-0.155
YGL119W,40,-0.11
YGL120C,40,0.90999997
YGL121C,40,1.0450001
YGL122C,40,0.32999998
YGL123W,40,-0.38
YGL124C,40,0.265
YGL125W,40,-0.375
YGL126W,40,0.04
YGL127C,40,0.26500002
YGL130W,40,0.155
YGL132W,40,-0.17
YGL135W,40,-0.32999998
YGL139W,40,0.014999999
YGL140C,40,-0.135
YGL143C,40,-0.315
YGL144C,40,0.81
YGL145W,40,0.39499998
YGL147C,40,0.040000003
YGL148W,40,0.455
YGL149W,40,0.305
YGL151W,40,-0.045
YGL152C,40,-0.015000001
YGL153W,40,0.11
YGL155W,40,0.04
YGL156W,40,-0.25
YGL159W,40,0.055
YGL160W,40,-0.605
YGL161C,40,-0.65
YGL162W,40,-0.45000002
YGL163C,40,0.62
YGL164C,40,0.645
YGL165C,40,0.315
YGL166W,40,0.655
YGL167C,40,0.015000001
YGL168W,40,0.135
YGL169W,40,0.2
YGL171W,40,0.83
YGL173C,40,-0.385
YGL174W,40,0.21499999
YGL175C,40,0.135
YGL176C,40,0.089999996
YGL177W,40,0.19500001
YGL179C,40,0.39
YGL181W,40,-0.024999999
YGL184C,40,0.09500003
YGL185C,40,0.53
YGL186C,40,-0.755
YGL187C,40,-1.46
YGL189C,40,0.29500002
YGL190C,40,-0.04
YGL191W,40,-0.495
YGL192W,40,-0.255
YGL193C,40,-0.07
YGL195W,40,-0.089999996
YGL196W,40,-0.485
YGL197W,40,-0.095
YGL198W,40,-0.28
YGL199C,40,-0.21
YGL200C,40,-0.065
YGL201C,40,-0.38
YGL202W,40,-0.4
YGL203C,40,0.195
YGL204C,40,-0.08
YGL208W,40,-0.225
YGL209W,40,0.09
YGL210W,40,0.22
YGL211W,40,0.615
YGL212W,40,0.285
YGL213C,40,-0.05
YGL214W,40,0.15
YGL215W,40,0.275
YGL216W,40,0.14500001
YGL217C,40,-0.034999996
YGL218W,40,0.105
YGL219C,40,-0.085
YGL221C,40,-0.075
YGL222C,40,-0.53499997
YGL223C,40,0.0
YGL224C,40,-0.22
YGL225W,40,-0.29
YGL226C-A,40,-0.19999999
YGL226W,40,0.215
YGL227W,40,-0.044999998
YGL233W,40,-0.105000004
YGL234W,40,-0.155
YGL236C,40,-0.305
YGL237C,40,0.175
YGL241W,40,0.25
YGL247W,40,0.38
YGL248W,40,0.08500001
YGL249W,40,-0.23499998
YGL250W,40,-0.22
YGL251C,40,0.0
YGL252C,40,0.015
YGL253W,40,-0.13
YGL254W,40,0.01
YGL255W,40,-1.235
YGL256W,40,-0.34
YGL257C,40,-0.16999999
YGL259W,40,-0.105
YGL261C,40,0.415
YGR002C,40,0.215
YGR004W,40,0.31
YGR006W,40,0.049999997
YGR008C,40,-0.635
YGR009C,40,-0.025000002
YGR010W,40,-0.1
YGR011W,40,-0.3
YGR012W,40,0.105000004
YGR013W,40,0.16
YGR014W,40,0.245
YGR015C,40,-0.065
YGR017W,40,0.010000002
YGR018C,40,0.024999999
YGR019W,40,-0.915
YGR020C,40,0.14
YGR024C,40,0.22
YGR025W,40,-0.26999998
YGR026W,40,-0.515
YGR028W,40,-0.16499999
YGR030C,40,0.19
YGR031W,40,0.215
YGR032W,40,0.17
YGR033C,40,0.095
YGR034W,40,-0.085
YGR035C,40,-0.81
YGR036C,40,-0.16499999
YGR037C,40,0.255
YGR038W,40,-0.67
YGR039W,40,0.120000005
YGR040W,40,0.215
YGR041W,40,0.505
YGR042W,40,0.56
YGR044C,40,1.155
YGR046W,40,0.23
YGR048W,40,0.034999996
YGR050C,40,0.089999996
YGR051C,40,0.35500002
YGR054W,40,0.060000002
YGR055W,40,-0.030000001
YGR056W,40,0.195
YGR057C,40,0.14
YGR058W,40,0.355
YGR060W,40,-0.115
YGR061C,40,0.040000003
YGR062C,40,-0.08
YGR064W,40,-0.185
YGR067C,40,-0.23
YGR068C,40,0.030000001
YGR069W,40,0.0
YGR071C,40,0.065000005
YGR073C,40,-0.045
YGR074W,40,-0.19
YGR075C,40,-0.11
YGR077C,40,-0.31
YGR078C,40,0.245
YGR079W,40,0.72
YGR080W,40,-0.13499999
YGR081C,40,0.465
YGR082W,40,-0.68
YGR083C,40,0.78
YGR084C,40,-0.14
YGR085C,40,0.245
YGR086C,40,0.52
YGR087C,40,-1.085
YGR088W,40,-0.45999998
YGR089W,40,-0.11000001
YGR090W,40,0.305
YGR091W,40,0.105
YGR092W,40,-0.725
YGR093W,40,0.42
YGR094W,40,0.375
YGR095C,40,0.605
YGR096W,40,-0.005000001
YGR097W,40,0.08
YGR098C,40,-0.075
YGR100W,40,-0.049999997
YGR102C,40,-0.03
YGR103W,40,1.285
YGR104C,40,0.385
YGR105W,40,-0.46499997
YGR106C,40,-0.73
YGR108W,40,-0.95
YGR109C,40,1.345
YGR110W,40,0.02
YGR111W,40,-0.055
YGR112W,40,-0.15
YGR113W,40,-0.060000002
YGR114C,40,0.5
YGR115C,40,0.22999999
YGR116W,40,0.02
YGR118W,40,0.215
YGR120C,40,0.345
YGR121C,40,-0.86
YGR122W,40,0.19
YGR123C,40,0.725
YGR124W,40,0.0
YGR125W,40,-0.045
YGR126W,40,0.37
YGR127W,40,0.26999998
YGR128C,40,0.87
YGR129W,40,-0.14
YGR131W,40,0.48000002
YGR132C,40,-0.45999998
YGR133W,40,0.034999996
YGR134W,40,0.185
YGR135W,40,-0.045
YGR136W,40,0.060000002
YGR137W,40,-0.065000005
YGR138C,40,0.065
YGR139W,40,0.715
YGR140W,40,0.58
YGR145W,40,1.1
YGR146C,40,-0.39
YGR147C,40,0.08
YGR148C,40,0.15
YGR150C,40,-0.08
YGR151C,40,1.5
YGR152C,40,1.48
YGR153W,40,0.555
YGR154C,40,0.58
YGR155W,40,0.11
YGR156W,40,0.33499998
YGR157W,40,-0.22
YGR158C,40,0.175
YGR159C,40,0.95500004
YGR160W,40,0.89
YGR161C,40,-0.52500004
YGR162W,40,0.04
YGR163W,40,-0.065
YGR164W,40,0.22
YGR166W,40,0.305
YGR167W,40,0.14
YGR168C,40,0.11
YGR169C,40,0.39
YGR170W,40,0.120000005
YGR171C,40,-0.17
YGR172C,40,-0.13
YGR173W,40,0.73
YGR174C,40,0.13
YGR175C,40,0.205
YGR176W,40,-0.33
YGR177C,40,-0.565
YGR178C,40,0.060000002
YGR180C,40,0.030000001
YGR181W,40,-0.32
YGR182C,40,-0.505
YGR183C,40,-0.525
YGR184C,40,-0.035
YGR185C,40,0.295
YGR186W,40,0.3
YGR187C,40,0.69
YGR189C,40,1.625
YGR190C,40,-0.065
YGR191W,40,0.030000001
YGR192C,40,-1.5550001
YGR193C,40,0.075
YGR194C,40,-0.605
YGR195W,40,0.64
YGR196C,40,0.26
YGR198W,40,0.325
YGR199W,40,-0.29500002
YGR200C,40,0.36499998
YGR201C,40,-0.505
YGR202C,40,-0.175
YGR203W,40,0.035000004
YGR207C,40,-0.09
YGR209C,40,-0.51
YGR210C,40,0.25
YGR211W,40,0.3
YGR213C,40,0.24999999
YGR214W,40,-0.17500001
YGR215W,40,-0.114999995
YGR216C,40,-0.015000001
YGR217W,40,0.26
YGR220C,40,-0.145
YGR221C,40,1.12
YGR222W,40,0.31
YGR223C,40,0.195
YGR224W,40,-0.39999998
YGR228W,40,0.42000002
YGR229C,40,0.195
YGR231C,40,-0.53499997
YGR232W,40,-0.20500001
YGR234W,40,-0.035
YGR235C,40,0.045
YGR240C,40,-0.87
YGR242W,40,-0.025
YGR244C,40,-0.53499997
YGR250C,40,0.16
YGR251W,40,0.35500002
YGR252W,40,0.005
YGR253C,40,-0.13
YGR254W,40,-1.28
YGR255C,40,-0.53499997
YGR256W,40,-0.63
YGR258C,40,0.19
YGR259C,40,-0.67
YGR260W,40,-0.63
YGR262C,40,0.19
YGR263C,40,0.155
YGR264C,40,0.22999999
YGR265W,40,0.39
YGR266W,40,-0.285
YGR267C,40,0.415
YGR271W,40,0.075
YGR272C,40,0.905
YGR274C,40,0.385
YGR275W,40,0.29500002
YGR276C,40,0.635
YGR277C,40,0.21000001
YGR278W,40,0.195
YGR279C,40,-1.42
YGR281W,40,-0.47
YGR282C,40,-0.685
YGR283C,40,0.205
YGR284C,40,-1.0250001
YGR285C,40,0.84000003
YGR286C,40,0.495
YGR287C,40,0.33999997
YGR288W,40,0.2
YGR289C,40,0.11500001
YGR290W,40,-0.155
YGR292W,40,-0.010000002
YGR293C,40,0.255
YGR294W,40,0.25
YGR295C,40,-0.12499999
YGR296W,40,0.32500002
YHL001W,40,0.075
YHL002W,40,0.13499999
YHL003C,40,-0.53
YHL004W,40,-0.39499998
YHL007C,40,0.009999998
YHL008C,40,0.09
YHL010C,40,-0.015000004
YHL011C,40,0.22999999
YHL014C,40,0.005
YHL015W,40,0.120000005
YHL017W,40,0.11
YHL018W,40,-0.049999997
YHL020C,40,0.43
YHL023C,40,-0.020000001
YHL025W,40,0.155
YHL026C,40,-0.23500001
YHL027W,40,0.15
YHL028W,40,-1.84
YHL029C,40,-0.120000005
YHL030W,40,-0.525
YHL031C,40,0.08
YHL032C,40,-0.29999998
YHL033C,40,-0.009999998
YHL034C,40,0.245
YHL035C,40,-0.05
YHL036W,40,-0.11999999
YHL039W,40,0.235
YHL040C,40,-0.4
YHL043W,40,0.14500001
YHL044W,40,0.049999997
YHL046C,40,0.395
YHL047C,40,0.13499999
YHL048W,40,-0.275
YHL049C,40,0.32500002
YHL050C,40,0.31
YHR001W,40,-0.29
YHR001W-A,40,-0.86
YHR002W,40,0.185
YHR004C,40,0.095
YHR005C,40,-0.255
YHR005C-A,40,-0.24000001
YHR006W,40,0.525
YHR007C,40,-0.28
YHR008C,40,-0.235
YHR009C,40,-0.010000002
YHR010W,40,0.22
YHR011W,40,-0.255
YHR012W,40,0.21000001
YHR015W,40,-0.435
YHR016C,40,-0.275
YHR017W,40,0.0
YHR018C,40,-0.68
YHR019C,40,0.074999996
YHR020W,40,0.24000001
YHR021C,40,0.005000001
YHR021W-A,40,0.42
YHR023W,40,-0.96500003
YHR024C,40,-0.45499998
YHR025W,40,-0.195
YHR026W,40,-0.46499997
YHR027C,40,-0.1
YHR028C,40,0.14
YHR029C,40,-0.765
YHR030C,40,0.7
YHR032W,40,0.044999998
YHR033W,40,-0.08
YHR034C,40,0.145
YHR035W,40,0.2
YHR036W,40,0.415
YHR037W,40,-1.235
YHR038W,40,-0.065000005
YHR039C,40,-0.05
YHR039C-A,40,0.17999999
YHR040W,40,-0.055
YHR041C,40,-0.11
YHR042W,40,0.16999999
YHR043C,40,0.120000005
YHR044C,40,-0.125
YHR045W,40,0.074999996
YHR047C,40,-0.415
YHR048W,40,0.335
YHR049C-A,40,-0.019999996
YHR049W,40,-0.17500001
YHR050W,40,-0.114999995
YHR051W,40,-1.185
YHR052W,40,0.93
YHR053C,40,-0.21
YHR054C,40,-0.465
YHR055C,40,-0.29
YHR056C,40,-0.285
YHR057C,40,-0.125
YHR059W,40,-0.305
YHR061C,40,0.5
YHR063C,40,-0.019999996
YHR065C,40,0.445
YHR067W,40,0.32999998
YHR069C,40,0.38
YHR070W,40,-0.030000001
YHR071W,40,-0.255
YHR072W,40,-0.34
YHR073W,40,0.145
YHR074W,40,-0.53499997
YHR076W,40,-0.11000001
YHR077C,40,0.19
YHR078W,40,-0.19999999
YHR079C,40,-0.05
YHR080C,40,-0.2
YHR082C,40,-0.024999999
YHR084W,40,0.075
YHR085W,40,0.46
YHR086W,40,-0.51
YHR088W,40,0.64
YHR090C,40,0.205
YHR092C,40,-0.76
YHR093W,40,0.32
YHR094C,40,0.48499998
YHR096C,40,0.19
YHR097C,40,0.11000001
YHR098C,40,-0.015000001
YHR099W,40,-0.485
YHR101C,40,0.0
YHR102W,40,-0.16
YHR106W,40,0.19
YHR108W,40,-0.195
YHR110W,40,0.58500004
YHR112C,40,-0.155
YHR115C,40,0.09
YHR116W,40,-0.52
YHR117W,40,-0.255
YHR119W,40,-0.14
YHR120W,40,0.25
YHR121W,40,-0.02
YHR123W,40,0.17
YHR127W,40,0.39999998
YHR129C,40,0.23499998
YHR130C,40,0.14
YHR132C,40,-0.030000001
YHR134W,40,0.014999997
YHR136C,40,-0.73
YHR137W,40,-2.295
YHR138C,40,-0.78
YHR141C,40,-0.245
YHR142W,40,0.13000001
YHR143W,40,1.0250001
YHR143W-A,40,0.32
YHR144C,40,0.030000001
YHR145C,40,0.55499995
YHR146W,40,0.015000001
YHR147C,40,-0.825
YHR148W,40,0.41000003
YHR149C,40,0.45000002
YHR151C,40,-0.47500002
YHR159W,40,0.275
YHR161C,40,-0.135
YHR163W,40,-0.345
YHR165C,40,-0.24
YHR166C,40,0.04
YHR167W,40,0.15
YHR168W,40,-0.28
YHR170W,40,0.625
YHR171W,40,-0.074999996
YHR172W,40,0.005
YHR174W,40,-1.6600001
YHR175W,40,-0.58500004
YHR179W,40,0.035000004
YHR181W,40,-0.255
YHR183W,40,-0.605
YHR186C,40,0.10000001
YHR187W,40,0.35500002
YHR188C,40,-0.3
YHR190W,40,-0.83000004
YHR192W,40,0.044999998
YHR194W,40,-0.48000002
YHR196W,40,0.52
YHR197W,40,0.2
YHR198C,40,-0.265
YHR199C,40,0.135
YHR200W,40,0.074999996
YHR201C,40,0.215
YHR203C,40,0.049999997
YHR204W,40,0.295
YHR205W,40,-0.08
YHR207C,40,0.365
YHR211W,40,0.055
YHR212C,40,0.275
YHR213W,40,0.25
YHR214C-B,40,0.13
YHR216W,40,0.495
YHR218W,40,0.26
YIL005W,40,-0.045
YIL006W,40,-0.35
YIL007C,40,0.545
YIL008W,40,0.71500003
YIL009W,40,-0.109999985
YIL010W,40,0.125
YIL011W,40,-0.555
YIL013C,40,-0.15
YIL014W,40,0.16
YIL015C-A,40,-0.08
YIL016W,40,0.195
YIL017W,40,-0.5
YIL018W,40,-0.255
YIL019W,40,0.925
YIL020C,40,0.265
YIL021W,40,0.135
YIL022W,40,-0.155
YIL023C,40,-0.195
YIL024C,40,0.030000001
YIL026C,40,0.41500002
YIL027C,40,0.095
YIL030C,40,-0.175
YIL031W,40,0.2
YIL033C,40,0.405
YIL034C,40,-0.79499996
YIL035C,40,0.4
YIL036W,40,0.14
YIL037C,40,-0.19
YIL038C,40,0.395
YIL039W,40,0.155
YIL040W,40,0.06999999
YIL041W,40,-0.095
YIL042C,40,-0.009999998
YIL043C,40,-0.145
YIL044C,40,0.17999999
YIL045W,40,-0.12
YIL046W,40,0.23500001
YIL047C,40,0.055000003
YIL048W,40,-0.04
YIL049W,40,-0.52
YIL050W,40,-0.645
YIL051C,40,-1.1949999
YIL052C,40,0.115
YIL053W,40,-0.099999994
YIL054W,40,-0.074999996
YIL055C,40,-0.13
YIL056W,40,-0.315
YIL057C,40,-0.45499998
YIL058W,40,0.2
YIL059C,40,0.31
YIL060W,40,0.63
YIL062C,40,-0.24000001
YIL063C,40,0.68499994
YIL064W,40,0.89
YIL065C,40,0.28
YIL066C,40,1.135
YIL067C,40,-0.255
YIL068C,40,0.275
YIL069C,40,-0.025
YIL070C,40,-0.855
YIL073C,40,-0.040000003
YIL074C,40,-0.010000005
YIL075C,40,-0.41
YIL076W,40,0.40999997
YIL077C,40,-0.075
YIL078W,40,-0.03
YIL079C,40,0.62
YIL082W,40,-0.195
YIL082W-A,40,-0.095
YIL084C,40,0.425
YIL085C,40,0.225
YIL086C,40,-0.005000001
YIL087C,40,-0.45999998
YIL088C,40,-1.17
YIL089W,40,-0.05
YIL090W,40,-0.37
YIL091C,40,0.525
YIL092W,40,0.095000006
YIL093C,40,-0.445
YIL094C,40,-0.445
YIL095W,40,-0.105
YIL096C,40,0.58500004
YIL097W,40,0.030000001
YIL098C,40,-0.32
YIL100W,40,-0.08
YIL101C,40,-0.53499997
YIL102C,40,-0.39
YIL103W,40,0.325
YIL104C,40,0.435
YIL105C,40,0.145
YIL106W,40,-0.42000002
YIL107C,40,0.375
YIL108W,40,0.285
YIL109C,40,-0.26
YIL110W,40,0.53499997
YIL111W,40,-0.89
YIL112W,40,0.25
YIL113W,40,-0.28
YIL114C,40,-0.25
YIL115C,40,-0.05
YIL116W,40,-0.185
YIL117C,40,0.28
YIL118W,40,0.14500001
YIL119C,40,-0.375
YIL120W,40,-0.07
YIL121W,40,-0.62
YIL122W,40,-0.245
YIL123W,40,-0.555
YIL124W,40,-1.015
YIL125W,40,-0.255
YIL127C,40,0.505
YIL128W,40,0.32
YIL129C,40,-0.26000002
YIL131C,40,-0.17500001
YIL133C,40,-0.009999998
YIL134W,40,-0.2
YIL135C,40,-0.245
YIL137C,40,-0.065
YIL138C,40,-0.114999995
YIL139C,40,0.51
YIL140W,40,1.3
YIL141W,40,1.01
YIL142W,40,0.22
YIL143C,40,0.18
YIL144W,40,0.45
YIL145C,40,0.065
YIL146C,40,-0.075
YIL147C,40,0.23499998
YIL148W,40,-0.185
YIL150C,40,0.36499998
YIL151C,40,0.19
YIL152W,40,0.19999999
YIL153W,40,0.09
YIL154C,40,-0.015
YIL155C,40,-0.745
YIL157C,40,-0.65
YIL158W,40,-1.085
YIL161W,40,0.505
YIL162W,40,-0.625
YIL164C,40,-0.215
YIL165C,40,-0.07
YIL166C,40,-0.135
YIL167W,40,-0.245
YIL169C,40,-0.015000001
YIL170W,40,0.165
YIL171W,40,0.42499998
YIL172C,40,-0.565
YIL173W,40,-0.025000002
YIL174W,40,0.615
YIL175W,40,0.565
YIL176C,40,0.475
YIL177C,40,0.45
YIR001C,40,0.39999998
YIR003W,40,0.35
YIR004W,40,0.45499998
YIR005W,40,-0.019999996
YIR006C,40,-0.32
YIR007W,40,0.005000003
YIR008C,40,0.445
YIR010W,40,0.165
YIR011C,40,0.325
YIR012W,40,0.635
YIR014W,40,-0.215
YIR015W,40,0.185
YIR016W,40,0.0
YIR017C,40,0.06999999
YIR018W,40,-0.305
YIR019C,40,-0.29999998
YIR020C,40,-0.265
YIR021W,40,-0.030000001
YIR022W,40,-0.275
YIR023W,40,0.29500002
YIR024C,40,0.21000001
YIR025W,40,0.515
YIR026C,40,0.695
YIR028W,40,0.17999999
YIR029W,40,0.050000004
YIR030C,40,-0.074999996
YIR031C,40,-0.315
YIR032C,40,-0.91499996
YIR034C,40,-0.79499996
YIR035C,40,-0.075
YIR036C,40,-0.345
YIR037W,40,0.115
YIR038C,40,-0.034999996
YIR039C,40,-0.63
YIR040C,40,0.48499998
YIR041W,40,-0.16000001
YIR042C,40,-0.245
YIR043C,40,-0.445
YIR044C,40,-0.325
YJL001W,40,-0.36
YJL002C,40,-0.41500002
YJL004C,40,-0.19
YJL005W,40,-0.42499998
YJL006C,40,0.345
YJL007C,40,0.114999995
YJL008C,40,0.21000001
YJL009W,40,0.325
YJL010C,40,0.71
YJL011C,40,0.85
YJL012C,40,-0.14
YJL013C,40,0.075
YJL014W,40,0.38
YJL015C,40,0.29
YJL016W,40,0.25
YJL017W,40,0.019999996
YJL018W,40,0.24499999
YJL019W,40,0.275
YJL020C,40,-0.32
YJL021C,40,-0.45499998
YJL022W,40,0.32
YJL023C,40,0.39999998
YJL024C,40,0.195
YJL025W,40,0.32999998
YJL026W,40,-0.34
YJL029C,40,0.025
YJL030W,40,-0.105
YJL032W,40,0.03
YJL033W,40,1.02
YJL034W,40,-0.8
YJL035C,40,0.735
YJL036W,40,0.085
YJL038C,40,0.16
YJL041W,40,0.26
YJL042W,40,-0.405
YJL044C,40,0.27
YJL045W,40,-0.95
YJL046W,40,-0.48999998
YJL047C,40,0.120000005
YJL048C,40,-0.45499998
YJL049W,40,0.185
YJL050W,40,0.31
YJL051W,40,-1.415
YJL052W,40,-1.385
YJL053W,40,0.089999996
YJL054W,40,0.005000003
YJL056C,40,-0.074999996
YJL058C,40,0.37
YJL060W,40,-1.2049999
YJL061W,40,0.049999997
YJL062W,40,-0.47000003
YJL063C,40,-0.645
YJL064W,40,0.14500001
YJL065C,40,0.1
YJL067W,40,-0.345
YJL068C,40,-0.8
YJL069C,40,0.53499997
YJL071W,40,0.035
YJL072C,40,0.24
YJL073W,40,0.3
YJL074C,40,0.57500005
YJL075C,40,0.16
YJL076W,40,0.285
YJL078C,40,0.765
YJL079C,40,-1.735
YJL080C,40,0.305
YJL081C,40,0.255
YJL082W,40,-0.18
YJL083W,40,0.135
YJL084C,40,0.26999998
